"ABN","Charity_Legal_Name","Other_Organisation_Names","Address_Type","Address_Line_1","Address_Line_2","Address_Line_3","Town_City","State","Postcode","Country","Charity_Website","Registration_Date","Date_Organisation_Established","Charity_Size","Number_of_Responsible_Persons","Financial_Year_End","Operates_in_ACT","Operates_in_NSW","Operates_in_NT","Operates_in_QLD","Operates_in_SA","Operates_in_TAS","Operates_in_VIC","Operates_in_WA","Operating_Countries","PBI","HPC","Preventing_or_relieving_suffering_of_animals","Advancing_Culture","Advancing_Education","Advancing_Health","Promote_or_oppose_a_change_to_law__government_poll_or_prac","Advancing_natual_environment","Promoting_or_protecting_human_rights","Purposes_beneficial_to_ther_general_public_and_other_analogous","Promoting_reconciliation__mutual_respect_and_tolerance","Advancing_Religion","Advancing_social_or_public_welfare","Advancing_security_or_safety_of_Australia_or_Australian_public","Aboriginal_or_TSI","Adults","Aged_Persons","Children","Communities_Overseas","Early_Childhood","Ethnic_Groups","Families","Females","Financially_Disadvantaged","Gay_Lesbian_Bisexual","General_Community_in_Australia","Males","Migrants_Refugees_or_Asylum_Seekers","Other_Beneficiaries","Other_Charities","People_at_risk_of_homelessness","People_with_Chronic_Illness","People_with_Disabilities","Pre_Post_Release_Offenders","Rural_Regional_Remote_Communities","Unemployed_Person","Veterans_or_their_families","Victims_of_crime","Victims_of_Disasters","Youth","Income","Person 1","Person 2","Person 3","Person 4","Person 5","Person 6","Person 7","Person 8","Person 9","Person 10","Person 11","Person 12","Person 13","Person 14","Person 15","Person 16","Person 17","Person 18","Person 19","Person 20","Person 21","Person 22","Person 23","Person 24","Person 25","Person 26","Person 27","Person 28","Person 29","Person 30"
33156099080,"Lock The Gate Alliance Limited",,"Business",,,,,,,,"www.lockthegate.org.au","03/12/2012","01/01/2012","Large",9,"30-Jun",,,,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33161297212,"Sancta Sophia Buliding Limited",,"Business","Sancta Sophia College",,,"Camperdown","New South Wales",2050,"Australia",,"03/12/2012","19/11/2012","Large",5,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,"Y","Y",,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33163260204,"Holy Cross Services Ltd",,"Business",,,,,,,,"www.hcl.org.au","30/06/2013","11/04/2013","Large",6,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33164247296,"Cotton On Foundation Limited",,"Business","14 Shepherd Ct",,,"North Geelong","Victoria",3215,"Australia","www.cottononfoundation.org/","13/06/2013","13/06/2013","Large",5,"30-Jun",,,"Y",,,,,,"UGA, ZAF","Y",,,,,,,,,,,,,,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,"Y",,,,"Y",,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33171747632,"Rosebud Rsl Sub Branch Inc",,"Business","113 Eastbourne Rd",,,"Rosebud","Victoria",3939,"Australia","http://www.rosebudrsl.com.au","03/12/2012","31/12/1945","Large",11,"31-Dec",,,,,,,"Y",,,,,,,,"Y",,,,,,,"Y","Y",,,"Y","Y",,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33174490373,"Uniting Communities Incorporated",,"Business","43 Franklin St",,,"Adelaide","SA",5000,"AUSTRALIA",,"03/12/2012","31/12/1899","Large",10,"30-Jun",,,,,"Y",,,,,"Y",,,,,"Y","Y","Y",,"Y","Y",,"Y",,,"Y","Y",,,,,,"Y",,,,"Y","Y",,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33176035211,"The Brain Injury Network Of South Australia Inc",,"Business","70 Light Sq",,,"Adelaide","South Australia",5000,"Australia","www.braininjurysa.org.au","03/12/2012","01/01/1992","Large",10,"30-Jun",,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33180890151,"The Trustee For Capital Region Community Foundation Gift Fund",,"Business","221 London Cct",,,"Canberra","Australian Capital Territory",2601,"Australia","https://www.greatergood.org.au/","03/12/2012","01/01/2003","Large",2,"30-Jun","Y",,,,,,,,,,,,,,,,,,,,,,,"Y",,,"Y","Y",,,"Y","Y","Y",,"Y","Y","Y",,"Y",,"Y","Y",,"Y","Y",,"Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33185295654,"On The Line Australia Ltd",,"Business",,,,,,,"Australia","www.ontheline.org.au","03/12/2012","01/01/1990","Large",10,"30-Jun",,,,,,,,,,"Y",,,,,"Y",,,,,,,"Y",,"Y","Y","Y",,,,"Y","Y","Y","Y","Y","Y","Y","Y",,,"Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33186707759,"Queensland Youth Services Inc",,"Business","16 Somer St",,,"Hyde Park","Queensland",4812,"Australia","www.qys.org.au","03/12/2012","01/01/1978","Large",5,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,"Y","Y",,"Y",,,,,"Y",,"Y",,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33188616023,"Karinya Young Womens Service Inc",,"Business",,,,,,,,"www.kyws.org.au","03/12/2012","01/01/1979","Large",2,"30-Jun",,,,,,"Y",,,,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,"Y","Y",,,,"Y",,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33196026879,"Healesville R S L Sub-Branch Inc",,"Business","275 Maroondah Hwy",,,"Healesville","Victoria",3777,"Australia","www.healesvillersl.com.au","03/12/2012","31/12/1919","Large",9,"31-Dec",,,,,,,"Y",,,,,,,,"Y",,,,,,,"Y","Y",,,,,,,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33197617920,"The Australian Islamic House in Liverpool Area Incorporated",,"Business","2094 Camden Valley Way",,,"Edmondson Park","New South Wales",2174,"Australia","www.taih.org.au","03/12/2012","28/09/1992","Large",9,"31-Dec",,"Y",,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33198279010,"Christ The King School Board",,"Business","126 DUNROBIN ROAD",,,"WARRADALE","SA",5046,,,"03/12/2012","31/12/1958","Large",4,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33226912121,"South West Community Transport Ltd",,"Business","10 Cary Gr",,,"Minto","New South Wales",2566,"Australia","www.swct.com.au","03/12/2012","01/01/1988","Large",9,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33241806017,"Roman Catholic Trust Coporation For The Diocese Of Townsville St Catherine'sprimary School Proserpine",,"Business","96 - 114 Renwick Road",,,"Proserpine","Qld",4800,,"www.prspne.catholic.edu.au","03/12/2012","31/12/1924","Large",6,"31-Dec",,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,"Y",,"Y","Y",,,,"Y",,,"Y",,,,,"Y",,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33260463794,"Worker's Educational Association of South Australia Incorporated",,"Business","223-241 Angas St",,,"Adelaide","South Australia",5000,"Australia","www.wea-sa.com.au","03/12/2012","31/12/1912","Large",4,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33266090956,"Ballarat & District Aboriginal Cooperative Ltd",,"Business","108 Armstrong Street",,,"Ballarat","VIC",3350,"Australia","www.badac.net.au","03/12/2012","01/01/1979","Large",6,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33284353427,"Watershed Drug and Alcohol Rehabilitation & Education Services",,"Business","Po Box 25",,,"Berkeley","New South Wales",2506,"Australia","www.watershed.org.au","03/12/2012","01/01/1984","Large",14,"30-Jun",,"Y",,,,,,,,"Y",,,,,"Y",,,,,,,,,"Y","Y","Y",,,,"Y",,,"Y","Y",,,"Y",,,"Y","Y","Y","Y",,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33295846215,"We Care Aboriginal And Torres Strait Islander Service For The Aged And Disabled Association Inc",,"Business","14 Barnes St",,,"Redbank Plains","Queensland",4301,"Australia","www.wecareatsiservice.com.au/contact.html","03/12/2012",,"Large",9,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,"Y","Y","Y",,,,"Y","Y","Y","Y",,"Y","Y",,,"Y","Y",,"Y",,,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33299031740,"RSL Gympie Sub-Branch Inc",,"Business","217 Mary St",,,"Gympie","Queensland",4570,"Australia","https://rslwidebay.org/rsl-qld/gympie-rsl-sub-branch/","03/12/2012","17/06/1920","Large",11,"31-Dec",,,,"Y",,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33306791610,"Multicultural Aged Care Incorporated",,"Business",,,,,,,,"www.mac.org.au","03/12/2012","01/01/1993","Large",17,"30-Jun",,,,,"Y",,,,,,,,"Y","Y",,,,,,,,,,,"Y","Y",,,,"Y",,,,,"Y",,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33308147620,"Flemington Child Care Co-Operative",,"Business","53 Wellington St",,,"Flemington","Victoria",3031,"Australia","www.flemingtonchildcare.org","03/12/2012","01/01/1978","Large",6,"30-Jun",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33316320784,"Advocacy WA Inc",,"Business","4 Plaza St",,,"South Bunbury","Western Australia",6230,"Australia","www.advocacywa.org.au","03/12/2012","01/01/1991","Large",5,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,"Y",,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y",,"Y","Y","Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33365284944,"Women's Health Victoria Inc",,"Business","L 8 255 Bourke St",,,"Melbourne","Victoria",3000,"Australia","https://whv.org.au","03/12/2012","01/01/1994","Large",12,"30-Jun",,,,,,,"Y",,,,"Y",,,,"Y","Y",,,,,,"Y",,,,,,,,,,"Y",,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33366989206,"The Anglican Parish of Church Hill",,"Business","3 York St",,,"Sydney","New South Wales",2000,"Australia","www.churchhillanglican.com","03/12/2012","31/12/1801","Large",10,"31-Dec",,"Y",,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33369748665,"Karalundi Aboriginal Education Community Aboriginal Corporation",,"Business","Karalundi Community","Great Northern Highway","Via","MEEKATHARRA","WA ",6642,"AUSTRALIA",,"03/12/2012","30/03/2017","Large",23,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,,,"Y","Y",,"Y",,,,,"Y",,,,"Y",,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33370684005,"Cabrini Health Limited",,"Business","183 Wattletree Rd",,,"Malvern","VIC",3144,"AUSTRALIA",,"03/12/2012","01/01/1987","Large",15,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y","AFG, IND, NZL, PHL, PNG, SWZ, USA","Y",,,,,"Y",,,,,,,,,"Y",,,,,,,,"Y",,,,"Y","Y","Y","Y","Y","Y","Y",,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33376893530,"Muscular Dystrophy Association Inc",,"Business","111-113 Boundary Rd",,,"North Melbourne","Victoria",3051,"Australia","http://www.mda.org.au","03/12/2012","01/01/1983","Large",8,"31-Dec","Y","Y","Y","Y","Y","Y","Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381967585,"Bedingfeld Park Inc",,"Business","Bedingfeld Lodge",,,"Pinjarra","Western Australia",6208,"Australia","www.bedingfeld.com","03/12/2012","01/01/1983","Large",3,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,"Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33386107247,"UCA - Lifeline North Coast (NSW)",,"Business","U 2 115 West High St",,,"Coffs Harbour","New South Wales",2450,"Australia","https://northcoast.lifeline.org.au/","03/12/2012","01/01/1988","Large",11,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,"Y","Y","Y","Y",,,"Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33386918996,"Camp Breakaway Inc","Breakaway","Business","80 Highview Ave",,,"San Remo","New South Wales",2262,"Australia","breakaway.org.au","03/12/2012","01/01/1989","Large",11,"31-May",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,"Y","Y","Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394910289,"Canberra Institute Of Technology Student Association",,"Business","Gpo Box 826",,,"Canberra","Australian Capital Territory",2601,"Australia",,"03/12/2012","01/01/1978","Large",10,"31-Dec","Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33412983678,"The Trustee For Historic Houses Trust Of NSW",,"Business",,,,,,,,"www.sydneylivingmuseums.com.au","03/12/2012","01/01/1980","Large",4,"30-Jun",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33434271424,"Bishop Druitt College Council",,"Business","111 North Boambee Rd",,,"North Boambee Valley","New South Wales",2450,"Australia","www.bdc.nsw.edu.au","03/12/2012","01/01/1992","Large",12,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,,"Y",,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33436160489,"Sundale Ltd",,"Business","144 Currie Street",,,"Nambour","Queensland",4560,"Australia","www.sundale.org.au","03/12/2012","31/12/1962","Large",12,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33453119459,"Summit Health Incorporated","GPcare, Summit Health","Business","85 Wellington Rd",,,"Mount Barker","South Australia",5251,"Australia","www.summithealth.org.au","03/12/2012","01/01/1995","Large",10,"30-Jun",,,,,"Y",,,,,,"Y",,,,"Y",,,,"Y",,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33464288166,"SVdP Ulverstone Aged Care Inc",,"Business","75 South Rd",,,"West Ulverstone","Tasmania",7315,"Australia","respect.com.au","03/12/2012","31/12/1968","Large",8,"30-Jun",,,,,,"Y",,,,"Y",,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33479809020,"Tiwi Education Board Incorporated",,"Business","Po Box 36711",,,"Winnellie","Northern Territory",821,"Australia","tiwicollege.com","03/12/2012","01/01/2006","Large",8,"31-Dec",,,"Y",,,,,,,"Y",,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33502584264,"Sylvanvale Foundation Limited",,"Business","Sylvanvale Public School",,,"Kirrawee","New South Wales",2232,"Australia","https://www.sylvanvale.com.au/","03/12/2012","31/12/1946","Large",9,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,"Y",,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y","Y","Y",,,,,"Y","Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33513141680,"Life Church Castle Hill",,"Business","1-3 Kings Rd",,,"Castle Hill","New South Wales",2154,"Australia","http://www.idmc.com.au","03/12/2012","01/01/1993","Large",4,"31-Dec",,"Y",,,,,,,"IND, PHL",,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33535931824,"Lobethal & District Aged Homes Inc",,"Business","Restvale Nursing Home & Retire",,,"Lobethal","South Australia",5241,"Australia","www.restvale.com.au","03/12/2012","31/12/1963","Large",5,"30-Jun",,,,,"Y",,,,,"Y",,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33537766436,"The Trustee For The Select Foundation",,"Business","91-93 Macquarie St",,,"Hobart","Tasmania",7000,"Australia",,"03/12/2012","01/01/2006","Large",4,"30-Jun",,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33549081413,"Goulburn Ovens Institute Of Tafe",,"Business","152-200 Fryers St",,,"Shepparton","Victoria",3630,"Australia","www.gotafe.vic.edu.au","03/12/2012","01/01/1999","Large",2,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33580801245,"The Kidzwish Foundation Inc",,"Business","1 Hinchinbrook Dr",,,"Shell Cove","New South Wales",2529,"Australia","www.kidzwishfoundation.org.au","03/12/2012","01/01/2004","Large",10,"30-Jun","Y","Y",,"Y",,,"Y",,,"Y",,,,,"Y",,,,,,,"Y",,,,,"Y",,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33586321325,"Golden City Support Services Inc",,"Business","48 Mundy St",,,"Bendigo","Victoria",3550,"Australia","www.gcss.org.au","03/12/2012","01/01/1986","Large",8,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33604563680,"Paediatrio Ltd",,"Business","LOCKED BAG 4001",,,"WESTMEAD","NSW",2145,"Australia","www.luminesce.org.au","01/01/2018","11/01/2017","Large",13,"31-Dec",,"Y",,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,"Y",,"Y",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33606125786,"Selimiye Foundation Limited",,"Business","22 Lismore St",,,"Dallas","Victoria",3047,"Australia","selimiye.com.au","01/07/2015","01/07/2015","Large",7,"31-Dec",,,,,,,"Y",,,,,,"Y","Y",,,,,,"Y",,"Y",,,,,,,,"Y","Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33608001298,"Loreto Ministries Limited",,"Business","Level 2, 257 AUBURN ROAD",,,"HAWTHORN EAST","VIC",3123,"Australia","https://www.loretoministries.org.au","11/11/2015","05/10/2015","Large",10,"31-Dec",,"Y",,"Y","Y",,"Y","Y",,,,,,"Y",,,,,,,"Y","Y",,,,,"Y",,"Y",,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33623342272,"Bunbury Baptist Early Learning Centre Ltd",,"Business","133 Norton Promenade",,,"Dalyellup","WA",6230,"Australia",,"01/05/2018","11/12/2017","Large",8,"31-Dec",,,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33626850387,"St Catherines School",,"Business","22 AYERS HILL ROAD",,,"STIRLING","SA",5152,,,"03/12/2012","31/12/1946","Large",4,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33627347371,"INTERNATIONAL DAY OF PEOPLE WITH DISABILITIES LIMITED",,"Business","PO Box 523",,,"Kenmore","QLD",4069,"Australia","http://www.idpwd.org","06/07/2018","06/07/2018","Large",3,"30-Jun",,,,"Y",,,,,,,,,,"Y",,,,,,,,"Y",,"Y","Y",,"Y",,"Y","Y","Y","Y","Y","Y",,"Y","Y",,,"Y",,"Y",,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33671722573,"The Corporation Of The Lesser Chapter Of The Cathedral Church Of Brisbane",,"Business",,,,,,,"Australia",,"03/12/2012","31/12/1894","Large",23,"31-Dec",,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33676754072,"Returned and Services League of Australia ( Queensland Branch) Geebung Zillmere Bald Hills Aspley Sub Branch Inc.",,"Business","323 Newman Road",,,"Geebung","QLD",4034,"Australia","www.geebungrsl.com.au","03/12/2012","31/12/1918","Large",15,"31-Dec",,,,"Y",,,,,,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33697946723,"Islamic Education Institute Incorporated",,"Business","2 Chiswick Rd",,,"South Granville","New South Wales",2142,"Australia",,"03/12/2012","01/01/2005","Large",5,"30-Jun",,"Y",,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33707205168,"The MCCC Song En Tang Trust",,"Business",,,,,,,"Australia",,"15/05/2018","22/02/2018","Large",5,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33739692238,"The Westmead Institute for Medical Research Foundation Investments Trust",,"Business","176 Hawkesbury Road",,,"Westmead","NSW",2145,"Australia",,"01/03/2019","01/01/2019","Large",6,"30-Jun",,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33748615042,"The Bible League Incorporated",,"Business","U 5 23 Peachtree Rd",,,"Penrith","New South Wales",2750,"Australia","bl.org.au","03/12/2012","31/12/1969","Large",12,"30-Sep","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,"Y",,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33749277535,"Sans Souci Community Pre School Assoc Inc",,"Business","Sans Souci P.s Kindergarten",,,"Sandringham","New South Wales",2219,"Australia",,"03/12/2012","01/01/1990","Large",7,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33786009485,"Adelaide University Childcare Services Inc",,"Business",,,,,,,,"www.adelaide.edu.au/childcare/","03/12/2012","01/01/1995","Large",4,"30-Jun",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33834165805,"Penrhos College",,"Business","Penrhos College",,,"Como","Western Australia",6152,"Australia","www.penrhos.wa.edu.au","03/12/2012","31/12/1950","Large",15,"31-Dec",,,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33855157759,"Stairway Church Whitehorse Inc",,"Business","171 Rooks Road",,,"Vermont","VIC",3133,"Australia","www.stairway.org.au","03/12/2012","01/01/1990","Large",9,"31-Dec","Y","Y",,"Y","Y","Y","Y","Y","GBR, IDN, IND, KEN, MOZ, MYS, NZL, USA",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33871420832,"St Catherine's College Inc",,"Business","2 Park Road",,,"Crawley","WA",6009,"Australia","www.stcatherines.uwa.edu.au","03/12/2012","31/12/1947","Large",15,"31-Dec",,,,,,,,"Y",,,,,,"Y",,,,,,,,,,"Y",,,,,,"Y",,,,"Y",,,,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33873609911,"Sacred Heart School St Albans",,"Business","2-4 Winifred Street",,,"ST ALBANS","VIC",3021,,,"03/12/2012","31/12/1953","Large",5,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33874656026,"Northern Metropolitan Cemeteries Land Manager",,"Business","Cnr Delhi and Plassey Roads",,,"North Ryde","NSW",2113,"Australia","www.northerncemeteries.com.au","03/12/2012","31/12/1883","Large",2,"30-Jun",,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33897136118,"Shoalhaven Community Development Ltd",,"Business","56 Worrigee Street",,,"NOWRA","NSW",2541,"AUSTRALIA","www.personnel.org.au","03/12/2012",,"Large",3,"30-Jun","Y","Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,"Y",,,,,,,,,"Y",,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33905731767,"The Walter & Eliza Hall Supplementary Trust",,"Business",,,,,,,,"www.wehalltrust.org.au","03/12/2012","22/09/1986","Large",6,"30-Jun",,"Y",,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
